LocalId;GlobalId;Age;Gender;Region;CityCode;TotalSpent;TotalPur;FirstPur;LastPur;NovelPur;ChildPur;YouthPur;CookPur;DiyPur;RefPur;ArtPur;GeogPur;ProvCook;ProvAtlas;ProvArt;RelPur;ProvPur
2168;17918;56;1;SW;G;191;5;08/01/2013;14;3;1;1;0;0;0;0;0;1;0;0;1;No
2169;17922;19;1;SW;O;432;12;10/01/2009;16;2;1;1;2;1;0;0;0;0;0;0;0;No
2170;17932;60;1;NE;J;329;12;12/11/2010;2;4;3;0;1;1;0;0;0;0;0;0;0;No
2171;17935;57;0;NE;E;188;2;22/03/2013;14;1;0;0;1;0;0;0;1;0;0;0;1;No
2172;17936;27;0;SW;M;281;4;19/03/2013;12;2;1;0;0;0;0;0;1;1;0;0;2;No
2173;17942;20;0;NE;Q;392;15;18/11/2008;16;5;4;0;1;1;3;0;0;0;0;0;0;No
2174;17946;60;0;NW;NA;105;2;04/03/2013;12;0;1;0;0;0;0;0;0;1;0;0;1;No
2175;17956;28;0;SE;B;273;2;10/01/2013;16;1;0;0;0;0;1;1;0;0;0;0;1;Yes
2176;17958;60;1;SW;M;451;18;23/07/2010;14;7;2;1;4;2;0;0;3;0;0;1;4;No
2177;17959;46;0;SE;A;266;3;08/03/2013;14;2;0;0;1;0;0;0;0;0;0;0;0;Yes
2178;17980;28;1;NW;NA;319;13;25/09/2009;16;6;3;0;1;0;0;0;1;0;1;0;2;No
2179;17981;30;0;NE;I;152;12;21/11/2011;4;2;1;1;1;1;0;0;0;0;0;0;0;No
2180;17982;20;0;SE;R;63;2;16/09/2011;32;1;1;0;0;0;0;0;0;0;0;0;0;No
2181;18008;62;1;NE;S;403;16;18/05/2009;14;8;4;0;2;1;1;0;0;0;0;0;0;No
2182;18009;42;0;SW;NA;46;3;09/03/2013;6;1;1;0;0;0;0;0;0;0;0;0;0;No
2183;18036;67;0;SE;B;291;5;08/11/2012;2;2;0;0;1;0;0;0;0;0;0;0;0;No
2184;18039;56;0;NE;E;71;6;24/01/2011;34;4;1;0;0;1;0;0;0;0;0;0;0;No
2185;18040;56;0;SW;M;303;12;20/07/2009;10;1;2;1;2;1;0;2;0;0;0;0;2;No
2186;18064;35;0;NE;S;442;14;12/01/2011;14;4;0;3;3;1;0;0;1;0;0;0;1;No
2187;18077;57;1;NE;Q;44;4;06/03/2012;22;2;1;0;0;1;0;0;0;0;0;0;0;No
2188;18079;50;0;SW;N;67;3;15/07/2013;4;0;0;0;0;0;0;0;0;0;0;0;0;No
2189;18080;58;0;SE;C;195;5;23/07/2013;6;3;0;0;0;0;0;0;0;0;0;0;0;No
2190;18083;52;1;NE;K;151;14;08/11/2008;34;4;1;1;3;0;1;0;0;0;0;0;0;No
2191;18087;31;1;NE;E;251;2;12/03/2013;14;1;0;0;0;0;0;0;0;0;0;0;0;No
2192;18103;NA;1;SW;P;263;5;19/05/2012;14;2;1;0;1;1;0;0;0;0;0;0;0;No
2193;18108;52;0;NE;K;291;1;11/09/2013;8;0;0;0;0;0;0;0;0;0;0;0;0;No
2194;18112;55;0;NE;K;181;5;26/03/2013;8;3;0;1;0;0;0;0;0;0;0;0;0;No
2195;18114;49;0;SE;C;126;4;09/11/2012;8;1;0;0;1;0;0;0;1;0;0;0;1;No
2196;18115;20;0;NE;D;116;3;02/05/2013;12;2;0;0;0;0;0;0;0;0;0;0;0;No
2197;18123;48;0;SE;B;150;2;18/11/2011;30;1;0;0;1;0;0;1;0;0;0;0;1;No
2198;18132;19;0;NE;S;265;4;26/03/2013;14;3;0;0;0;0;0;1;0;0;0;0;1;No
2199;18153;57;0;NE;Q;298;5;06/09/2012;12;2;0;0;0;0;1;0;1;0;0;0;1;No
2200;18156;33;1;SW;H;212;2;21/07/2013;10;1;0;0;0;0;0;0;1;0;0;0;1;No
2201;18157;56;0;SW;H;284;6;23/01/2012;22;4;1;0;1;0;0;0;0;0;0;0;0;No
2202;18168;19;0;NE;S;200;2;26/05/2013;4;0;0;0;0;0;0;0;0;0;0;0;0;No
2203;18174;47;0;SE;A;257;11;21/07/2010;16;3;2;0;2;2;0;0;0;0;0;1;1;No
2204;18175;62;0;SE;C;105;3;10/05/2013;4;1;0;0;0;0;0;0;0;0;0;0;0;No
2205;18197;53;1;SE;A;274;2;16/03/2014;2;1;0;0;0;0;0;0;0;0;0;0;0;No
2206;18206;21;1;NW;L;190;5;17/03/2013;6;3;0;0;1;0;0;0;1;0;0;0;1;No
2207;18208;70;0;SW;P;222;5;16/05/2012;18;3;0;0;0;0;0;1;1;0;0;0;2;No
2208;18215;37;0;NE;J;358;11;26/01/2011;6;4;2;1;1;0;0;1;3;0;1;0;5;No
2209;18247;25;0;NE;I;134;2;23/01/2013;16;1;0;0;0;0;0;0;0;1;0;0;1;No
2210;18257;66;0;SW;O;300;4;21/03/2013;12;2;0;0;0;0;0;0;0;0;0;0;0;No
2211;18259;22;0;SW;M;269;4;05/07/2013;8;2;0;0;0;0;0;0;2;0;0;0;2;No
2212;18269;34;0;NW;NA;131;7;10/01/2013;2;3;0;0;1;0;0;0;0;0;0;0;0;No
2213;18272;27;1;SW;O;48;2;23/03/2013;14;1;0;0;0;0;0;0;0;0;0;0;0;No
2214;18278;30;0;NE;J;136;5;06/01/2013;10;3;1;0;0;0;0;0;0;0;0;0;0;Yes
2215;18280;21;0;SW;H;366;13;20/05/2010;8;1;2;1;0;2;0;0;1;0;1;0;2;No
2216;18287;33;0;NE;E;388;14;27/09/2011;8;3;1;1;1;2;0;0;2;0;0;0;2;No
2217;18291;57;0;SW;N;224;4;17/07/2013;2;2;0;0;0;0;0;0;2;0;0;0;2;No
2218;18297;36;1;NW;L;133;2;10/07/2011;34;1;0;0;1;0;0;0;0;0;0;0;0;No
2219;18303;39;0;NE;I;271;2;04/01/2014;2;0;0;0;0;0;0;0;0;0;0;0;0;No
2220;18306;59;1;SE;A;190;6;13/03/2013;8;4;1;0;0;0;0;0;1;0;0;0;1;No
2221;18324;46;1;NE;K;181;5;19/11/2012;16;3;0;1;0;0;0;0;0;0;0;0;0;No
2222;18327;39;0;NE;E;243;3;18/11/2013;6;2;0;0;0;0;0;1;0;0;0;0;1;No
2223;18332;59;0;NE;S;57;4;12/03/2013;2;1;0;0;0;0;1;1;0;2;0;0;3;No
2224;18340;32;1;SW;N;299;1;20/01/2014;4;0;0;0;0;0;0;0;0;0;0;0;0;No
2225;18351;66;0;NE;D;343;5;01/05/2012;14;2;0;0;0;1;1;1;0;0;0;0;1;No
2226;18359;18;1;SE;R;203;5;11/03/2014;2;4;0;0;0;0;0;2;0;0;0;0;2;No
2227;18360;60;0;NE;D;232;7;13/01/2012;14;2;2;0;1;0;0;0;0;0;0;0;0;No
2228;18361;47;0;SE;R;166;12;07/09/2010;16;3;3;0;3;1;0;0;1;0;0;0;1;No
2229;18365;64;0;NE;K;170;5;14/07/2012;14;3;1;1;0;0;0;0;1;0;0;0;1;No
2230;18386;38;0;NE;K;142;4;03/11/2011;16;1;0;0;1;2;0;0;0;0;0;0;0;No
2231;18399;47;1;NE;D;258;4;23/05/2011;30;2;1;0;1;0;0;0;2;0;0;0;2;No
2232;18401;56;0;NE;J;153;2;13/01/2014;4;1;0;0;0;0;0;1;0;0;0;0;1;No
2233;18405;53;0;SE;A;194;3;09/05/2013;12;2;0;0;0;0;0;0;0;0;0;0;0;No
2234;18411;14;1;NE;K;135;5;15/03/2013;10;3;0;0;0;0;1;0;1;0;0;0;1;No
2235;18416;45;0;SE;R;274;5;26/09/2013;2;3;0;0;0;0;0;1;0;0;0;0;1;Yes
2236;18418;37;0;SW;G;273;20;09/05/2007;16;8;1;2;7;0;0;1;0;0;0;0;1;No
2237;18425;52;0;NE;K;205;3;23/05/2013;12;2;0;0;0;0;0;1;0;0;0;0;1;No
2238;18428;68;0;SE;A;135;13;22/07/2011;6;4;0;1;4;1;0;1;1;0;0;0;2;No
2239;18437;47;0;SW;O;325;2;18/09/2012;14;0;0;0;1;0;0;0;0;0;0;0;0;No
2240;18447;NA;0;NE;K;119;5;03/05/2011;32;3;1;0;1;0;0;0;0;0;0;0;0;No
2241;18451;51;0;NE;D;288;6;08/09/2011;26;4;0;2;0;0;0;0;0;0;0;0;0;No
2242;18456;70;0;SW;P;279;5;15/03/2013;8;3;1;0;0;0;0;2;0;0;0;0;2;No
2243;18458;47;0;SW;P;120;4;12/11/2013;6;3;0;0;0;0;0;0;1;1;0;0;2;No
2244;18466;46;0;NE;F;51;2;11/07/2013;10;1;0;0;0;0;0;0;0;0;0;0;0;No
2245;18489;50;0;NW;L;274;3;12/07/2013;10;2;0;0;0;0;0;0;0;0;0;0;0;No
2246;18493;58;0;NE;K;421;16;15/11/2008;12;6;1;1;4;1;1;0;2;0;0;0;2;No
2247;18507;47;0;SE;R;183;6;26/07/2012;14;4;0;0;0;1;0;0;0;0;0;0;0;Yes
2248;18508;50;0;SE;B;347;10;11/01/2011;4;3;1;1;2;1;0;0;0;0;1;0;1;No
2249;18512;57;0;SE;C;179;8;05/03/2011;20;3;2;1;2;0;0;0;0;0;0;0;0;No
2250;18519;57;0;SW;G;309;12;14/11/2011;14;4;3;0;2;1;1;0;0;1;0;0;1;No
2251;18526;64;0;SE;B;26;2;28/05/2013;12;1;0;0;0;0;0;0;0;0;0;0;0;No
2252;18528;NA;0;NE;Q;417;20;14/01/2010;16;8;6;1;1;1;0;0;2;0;0;0;2;No
2253;18535;NA;1;NE;E;230;4;27/03/2013;14;3;1;0;0;0;0;0;0;0;0;0;0;No
2254;18539;50;0;NE;I;363;7;19/03/2011;14;2;0;0;2;0;1;0;2;0;0;0;2;No
2255;18546;51;0;SE;C;326;6;02/05/2012;20;4;0;0;1;0;0;0;1;0;0;0;1;No
2256;18562;22;0;SW;P;249;6;12/07/2013;4;4;0;0;0;0;0;2;1;0;0;0;3;No
2257;18577;49;1;NE;F;293;5;22/03/2011;34;3;0;1;1;0;0;0;0;0;0;0;0;No
2258;18593;27;0;NE;I;237;4;04/03/2014;2;3;0;0;0;0;0;2;0;0;0;0;2;No
2259;18596;57;1;SW;M;143;2;09/01/2013;16;1;1;0;0;0;0;0;0;0;0;0;0;No
2260;18600;23;1;SE;A;176;2;27/05/2013;12;1;0;0;0;0;0;0;1;0;0;0;1;No
2261;18601;37;1;NE;Q;392;11;28/09/2011;2;2;2;0;1;0;0;0;0;0;0;0;0;No
2262;18603;32;0;NE;K;227;4;10/09/2012;14;2;1;0;1;0;0;1;0;0;0;0;1;Yes
2263;18621;25;1;NE;J;105;4;20/07/2013;10;3;0;0;0;0;0;1;0;1;0;0;2;Yes
2264;18622;54;0;SW;N;215;3;18/05/2013;12;2;0;0;0;0;0;1;0;0;0;0;1;No
2265;18623;59;0;SW;G;228;5;15/07/2011;12;0;1;0;0;0;1;1;0;0;0;0;1;Yes
2266;18630;56;0;NE;K;155;2;08/01/2013;16;1;1;0;0;0;0;0;0;0;0;0;0;Yes
2267;18631;20;0;NE;E;408;13;03/01/2010;16;4;3;1;0;3;0;0;1;0;0;0;1;No
2268;18644;66;0;NE;S;27;3;18/11/2011;30;2;0;0;0;1;0;0;0;0;0;0;0;No
2269;18647;44;0;NE;I;201;4;16/05/2011;32;2;0;1;1;0;0;0;0;0;0;0;0;No
2270;18652;32;0;SW;M;215;2;21/01/2014;4;1;0;0;0;0;0;0;0;0;0;0;0;Yes
2271;18658;NA;0;SW;O;147;10;26/09/2011;10;2;2;0;2;0;0;0;0;0;0;0;0;No
2272;18659;64;0;SW;N;178;7;07/07/2012;8;3;1;1;0;0;0;0;0;0;0;0;0;No
2273;18660;44;0;NW;L;298;5;17/07/2011;32;3;0;1;0;0;0;0;1;0;0;0;1;Yes
2274;18665;30;0;NE;S;256;5;21/11/2012;10;1;0;0;0;0;0;0;0;0;0;0;0;Yes
2275;18672;18;1;NE;J;294;2;07/11/2012;18;1;1;0;0;0;0;0;0;0;0;0;0;No
2276;18673;41;1;NE;K;298;6;16/09/2012;6;3;1;0;0;0;0;0;1;0;0;0;1;No
2277;18679;56;0;NE;J;347;15;08/05/2007;24;3;3;2;2;1;1;0;0;0;0;0;0;No
2278;18680;44;1;NE;K;158;4;28/09/2013;2;2;0;0;0;0;0;0;0;0;0;0;0;No
2279;18681;58;0;NE;E;31;3;23/07/2013;10;2;0;0;0;0;0;0;0;0;0;0;0;No
2280;18691;61;0;SE;B;311;16;08/11/2008;30;4;2;0;3;0;2;0;1;0;0;0;1;No
2281;18701;65;1;NE;I;419;11;15/09/2009;14;3;1;2;0;1;0;0;2;0;0;1;3;No
2282;18707;19;0;NE;K;292;4;10/05/2013;12;3;0;0;0;0;0;0;0;0;0;0;0;No
2283;18712;35;1;SW;O;367;12;02/03/2010;26;5;0;0;4;1;1;0;3;0;0;0;3;No
2284;18729;22;0;SE;NA;133;2;05/09/2012;14;0;0;1;0;0;0;0;1;0;0;0;1;No
2285;18734;44;0;NE;I;284;17;01/05/2008;18;6;5;2;1;0;1;0;0;0;0;0;0;No
2286;18737;19;0;SW;P;228;1;21/07/2013;10;0;0;0;0;0;0;0;0;0;0;0;0;No
2287;18749;60;1;NW;L;235;4;21/01/2012;28;3;1;0;0;0;0;0;1;0;0;0;1;No
2288;18751;74;1;NE;D;347;8;25/11/2009;36;2;1;0;4;0;0;0;0;1;0;1;2;No
2289;18754;27;1;NE;S;246;5;03/11/2011;26;3;1;0;0;0;1;0;0;0;0;0;0;No
2290;18755;31;0;NE;D;62;4;20/03/2013;6;2;0;0;1;0;0;0;0;0;0;0;0;No
2291;18834;NA;1;SW;N;216;3;08/03/2013;8;1;1;0;0;0;0;0;0;0;0;0;0;No
2292;18860;34;1;NE;F;335;15;24/11/2009;4;4;4;1;3;0;0;0;0;0;0;1;1;Yes
2293;18861;53;0;NE;D;467;17;07/05/2007;14;5;1;2;2;3;3;0;3;0;0;0;3;No
2294;18865;44;0;NE;I;53;3;01/09/2012;16;1;0;1;0;0;1;0;0;0;0;0;0;No
2295;18866;62;0;NW;L;162;1;14/09/2011;32;0;0;0;0;0;0;0;0;0;0;0;0;No
2296;18867;13;0;NE;K;278;14;12/05/2010;16;4;2;0;3;2;1;0;2;0;0;0;2;No
2297;18876;42;0;SW;G;290;7;21/07/2011;12;3;2;1;0;0;0;1;0;0;0;0;1;No
2298;18887;61;0;SW;P;321;8;23/03/2011;16;1;1;2;1;1;0;0;1;0;0;0;1;No
2299;18890;48;0;NE;K;310;1;08/01/2013;16;0;0;0;0;1;0;1;0;0;0;0;1;No
2300;18897;15;0;SE;R;328;2;05/05/2013;10;0;0;0;0;0;0;0;0;1;0;0;1;No
2301;18909;59;0;NE;F;170;6;04/07/2012;8;2;1;0;1;1;0;0;1;0;0;0;1;No
2302;18912;52;0;SW;M;195;7;25/11/2010;8;1;2;0;0;0;0;0;0;0;0;0;0;No
2303;18918;56;0;SW;N;211;2;14/01/2014;4;1;0;0;0;0;0;0;1;0;0;0;1;No
2304;18922;32;1;SE;R;364;11;01/07/2009;16;3;2;1;2;1;0;0;0;0;0;0;0;No
2305;18961;62;0;NE;S;445;17;25/09/2009;12;5;3;1;5;0;0;0;0;0;0;1;1;No
2306;18962;55;1;SE;R;258;2;27/09/2013;8;1;0;0;0;0;0;0;0;0;0;0;0;No
2307;18968;17;1;SW;O;264;4;02/11/2012;10;2;1;0;0;0;0;0;2;0;0;0;2;No
2308;18977;47;0;NE;I;175;4;04/03/2013;6;2;1;0;0;0;0;0;0;0;0;0;0;No
2309;18978;23;1;NE;Q;171;10;27/05/2008;32;3;2;1;1;0;0;0;0;0;0;0;0;No
2310;18984;39;0;NE;I;456;15;25/11/2007;16;4;2;0;2;4;1;2;0;0;0;0;2;No
2311;18985;63;0;SE;R;168;5;27/11/2012;16;3;0;1;1;0;0;2;0;0;0;0;2;No
2312;18989;30;0;SW;N;257;5;23/03/2013;10;3;0;0;1;0;0;0;0;1;0;0;1;No
2313;18992;36;1;NE;NA;161;11;05/11/2012;2;3;2;0;2;0;0;0;0;0;0;0;0;No
2314;18994;61;1;SW;M;85;2;18/07/2013;10;1;0;0;0;0;0;0;0;1;0;0;1;No
2315;19002;23;0;SE;B;323;6;21/09/2013;4;4;0;0;0;0;0;0;3;0;0;0;3;No
2316;19014;57;1;NE;Q;223;2;20/01/2013;16;1;0;0;1;0;0;0;0;0;0;0;0;No
2317;19015;NA;0;SW;M;197;18;21/05/2010;20;6;4;2;4;0;0;0;1;0;1;0;2;Yes
2318;19016;50;1;NE;K;161;2;21/03/2013;14;1;0;1;0;0;0;1;0;0;0;0;1;No
2319;19026;60;0;SW;P;70;2;13/09/2011;32;1;0;0;0;1;0;0;0;0;0;0;0;No
2320;19029;57;0;SE;A;318;4;14/09/2012;18;2;1;0;0;0;0;0;1;0;0;0;1;No
2321;19039;25;0;NE;E;241;1;02/11/2012;18;0;0;0;0;0;0;0;0;0;0;0;0;No
2322;19076;NA;0;NE;NA;307;2;20/09/2013;4;0;0;0;0;0;0;0;0;0;0;0;0;No
2323;19078;22;0;SW;H;250;4;01/09/2011;28;2;0;0;0;0;0;0;1;0;0;0;1;No
2324;19079;52;0;NE;S;87;5;27/11/2012;6;2;0;0;1;0;0;0;0;0;0;0;0;No
2325;19080;55;0;NE;I;155;10;15/11/2011;6;3;0;0;2;0;0;0;0;0;0;0;0;No
2326;19089;53;1;NE;D;327;4;13/09/2012;16;2;0;1;1;0;0;0;1;1;0;0;2;Yes
2327;19097;32;0;SW;G;262;17;09/11/2006;32;5;1;1;1;4;2;0;0;0;1;0;1;No
2328;19116;35;1;NE;K;73;2;05/05/2013;4;0;0;0;0;0;0;0;0;0;0;0;0;No
2329;19126;32;0;SW;G;45;3;12/11/2011;30;2;0;0;0;1;0;0;0;0;0;0;0;No
2330;19140;57;1;NE;K;148;4;18/01/2013;8;2;0;0;1;0;0;0;0;0;0;0;0;No
2331;19161;32;0;SW;H;76;4;10/11/2012;12;2;0;1;0;0;0;1;0;0;0;0;1;No
2332;19164;68;0;SW;P;217;3;09/07/2013;10;2;0;0;0;0;0;1;0;0;0;0;1;No
2333;19171;55;0;NE;D;187;2;10/05/2013;12;1;0;0;0;0;0;0;1;0;0;0;1;No
2334;19187;60;0;NE;S;306;5;04/07/2013;10;4;0;0;0;0;0;0;3;0;0;0;3;No
2335;19198;19;0;SW;G;380;14;21/01/2008;16;3;3;3;2;1;1;0;0;0;0;0;0;No
2336;19201;24;0;NE;J;251;7;19/09/2011;12;1;1;0;1;0;1;0;0;0;0;0;0;No
2337;19204;44;0;NE;Q;191;12;08/03/2012;8;4;0;2;3;0;0;0;0;0;0;0;0;No
2338;19220;49;0;NE;F;76;2;26/07/2013;10;1;0;0;0;0;0;0;0;0;0;0;0;No
2339;19225;40;0;SW;H;381;12;13/09/2010;2;3;0;0;3;0;1;0;1;0;0;0;1;No
2340;19226;32;0;NE;I;191;3;03/11/2013;6;2;0;0;0;0;0;0;0;0;0;0;0;No
2341;19237;32;0;NW;L;187;3;28/11/2012;14;1;0;1;1;0;0;0;1;0;0;0;1;No
2342;19242;19;1;NE;F;212;1;09/05/2013;12;0;0;0;0;0;0;0;0;0;0;0;0;No
2343;19244;41;0;NE;I;318;3;09/05/2012;20;1;1;0;0;1;0;1;1;0;0;0;2;No
2344;19245;52;0;SW;O;235;13;27/07/2010;16;3;3;1;3;0;1;1;1;0;0;1;3;No
2345;19247;32;0;NE;J;245;5;26/07/2012;18;3;0;0;2;0;0;1;0;0;0;0;1;No
2346;19251;31;0;NE;S;154;1;24/03/2013;14;0;0;0;0;1;0;1;0;0;0;0;1;No
2347;19261;31;0;NE;S;278;17;06/11/2009;2;5;1;3;1;2;2;1;2;0;1;1;5;No
2348;19263;34;1;NE;K;279;5;19/05/2011;32;3;0;0;0;0;1;1;0;0;0;1;2;No
2349;19266;56;0;SW;N;143;4;15/01/2012;20;2;0;0;0;0;1;1;0;0;0;0;1;No
2350;19275;13;1;NE;J;248;5;20/07/2012;16;3;0;0;1;0;0;1;0;1;0;0;2;No
2351;19281;68;0;NE;E;232;10;12/05/2010;8;3;2;1;1;0;0;0;0;0;0;0;0;No
2352;19291;30;0;NE;F;79;4;26/07/2013;2;2;0;0;0;0;0;0;0;0;0;0;0;No
2353;19306;18;0;NE;E;230;5;06/05/2013;12;4;0;0;0;0;0;2;0;0;0;0;2;No
2354;19316;38;0;NW;L;181;3;07/05/2013;12;2;0;0;0;0;0;2;0;0;0;0;2;No
2355;19334;60;1;SW;G;244;1;05/07/2011;34;0;0;0;0;0;0;0;0;1;0;0;1;No
2356;19337;NA;0;SE;R;107;2;23/07/2013;10;1;0;0;0;0;0;0;0;0;0;0;0;No
2357;19345;27;1;SW;O;305;6;12/07/2013;10;5;0;0;0;0;0;0;2;0;0;0;2;No
2358;19346;74;0;SE;R;177;3;19/09/2011;32;2;0;0;0;1;0;0;0;0;0;0;0;No
2359;19348;23;1;SE;A;289;18;17/03/2011;6;6;4;1;0;0;1;0;0;0;1;1;2;Yes
2360;19357;55;1;SE;B;219;5;05/03/2012;22;3;1;0;0;0;0;0;1;0;0;0;1;No
2361;19362;64;0;NE;J;67;5;05/11/2012;12;3;0;0;0;0;1;0;0;0;0;0;0;No
2362;19366;NA;1;NE;E;350;15;19/05/2011;6;4;2;2;3;2;0;0;2;0;0;1;3;No
2363;19381;14;0;NE;Q;294;3;12/07/2013;10;2;0;0;0;0;0;0;0;0;0;0;0;No
2364;19390;35;0;SE;A;306;6;21/09/2012;14;4;1;0;1;0;0;1;3;0;0;0;4;No
2365;19400;NA;0;SE;A;150;10;08/09/2011;18;3;2;1;1;0;0;0;0;0;0;0;0;No
2366;19402;48;0;SE;R;261;2;02/01/2013;16;1;0;0;0;0;1;0;0;0;0;0;0;No
2367;19414;65;0;SE;A;93;3;09/01/2014;4;2;0;0;0;0;0;0;0;0;0;0;0;No
2368;19418;55;0;SE;B;187;3;14/05/2013;12;2;0;0;0;0;0;1;1;0;0;0;2;No
2369;19428;32;1;SE;R;163;3;19/05/2012;24;2;0;0;0;0;0;1;0;0;0;0;1;No
2370;19431;53;1;NE;I;74;2;16/03/2013;14;1;0;0;1;0;0;1;0;2;0;0;3;No
2371;19433;61;1;NE;J;279;3;03/01/2014;2;1;0;0;0;0;0;1;0;1;0;0;2;No
2372;19436;NA;0;SW;M;82;4;24/01/2013;14;2;0;0;1;0;0;1;0;2;0;0;3;No
2373;19440;57;0;NE;I;147;6;10/09/2011;16;2;0;2;1;0;0;0;0;0;0;0;0;No
2374;19446;70;0;NE;K;315;5;10/03/2012;20;3;0;0;0;0;2;0;1;0;0;0;1;No
2375;19458;64;0;SE;A;284;4;12/03/2013;14;3;0;0;1;0;0;0;0;2;0;0;2;No
2376;19474;65;0;SW;G;267;7;02/01/2012;10;1;0;1;2;0;0;0;0;0;1;1;2;No
2377;19488;33;1;SW;N;81;5;16/01/2013;10;3;0;1;0;0;0;1;0;0;0;0;1;No
2378;19489;54;0;NE;K;285;5;27/03/2012;16;2;2;0;1;0;0;0;2;0;0;0;2;No
2379;19506;NA;1;SW;O;64;2;07/03/2014;2;1;0;0;0;0;0;0;0;0;0;0;0;No
2380;19508;57;1;NE;K;304;15;24/05/2010;10;4;3;1;2;0;1;2;0;1;0;0;3;No
2381;19513;38;0;SW;H;266;5;14/05/2011;32;3;0;0;1;1;0;1;1;1;0;0;3;No
2382;19515;28;0;SE;C;32;3;28/09/2012;12;1;1;0;0;0;0;0;0;0;0;0;0;No
2383;19517;16;1;SW;G;317;4;17/05/2013;6;2;0;0;0;0;0;0;1;0;0;0;1;No
2384;19523;NA;1;SW;G;223;4;01/11/2012;12;2;0;0;1;0;0;0;0;0;0;0;0;No
2385;19528;57;1;SW;P;92;1;05/03/2014;2;0;0;0;0;0;0;0;0;0;0;0;0;No
2386;19529;48;0;SW;P;424;14;25/01/2010;12;3;1;2;2;0;1;0;2;0;0;0;2;No
2387;19551;51;0;SE;B;420;19;15/05/2010;8;7;1;1;4;1;1;1;6;0;0;0;7;No
2388;19559;35;1;NE;I;127;5;21/03/2011;32;3;0;1;0;0;0;1;0;1;0;1;3;No
2389;19563;67;0;NE;Q;25;3;04/03/2014;2;2;0;0;0;0;0;1;0;0;0;0;1;No
2390;19573;34;0;NW;L;198;4;01/03/2013;8;2;0;0;0;1;0;1;0;0;0;0;1;No
2391;19585;NA;0;SE;C;84;5;21/03/2013;12;3;0;0;1;0;0;0;0;0;0;0;0;No
2392;19590;65;0;SE;A;179;7;18/09/2011;12;3;1;0;1;0;0;0;0;0;0;0;0;No
2393;19601;55;0;NE;F;381;13;26/03/2012;8;5;2;0;1;1;1;0;1;0;0;0;1;No
2394;19617;29;0;NE;F;234;4;01/07/2012;14;1;1;0;0;1;1;0;0;0;0;0;0;No
2395;19634;24;1;SW;H;235;4;13/05/2013;12;3;0;0;0;0;0;0;1;0;0;0;1;No
2396;19638;57;1;SW;M;121;10;28/05/2010;32;2;1;2;2;1;0;0;0;1;0;0;1;No
2397;19644;55;1;NE;E;359;16;06/07/2008;12;5;3;1;1;1;1;0;0;0;0;0;0;No
2398;19645;51;0;NE;F;153;2;14/07/2011;30;0;1;0;0;0;1;0;1;0;0;0;1;No
2399;19646;27;1;NW;L;179;3;14/07/2013;10;2;0;0;0;0;0;2;0;0;0;0;2;Yes
2400;19671;62;0;NE;F;232;3;26/01/2013;16;2;0;1;0;0;0;0;0;0;0;0;0;Yes
2401;19677;40;0;SE;C;392;16;24/11/2009;16;6;2;1;4;0;2;0;0;1;0;1;2;No
2402;19689;57;0;SW;M;143;3;02/01/2013;16;2;0;0;0;1;0;0;0;1;0;0;1;No
2403;19694;14;0;SW;O;105;4;08/09/2012;12;2;0;0;0;1;0;0;0;0;0;0;0;No
2404;19699;24;0;SE;A;254;7;26/11/2012;12;5;1;0;0;0;0;2;1;0;0;0;3;No
2405;19702;67;0;NE;K;260;7;10/07/2013;10;6;0;0;0;0;0;0;2;0;0;0;2;No
2406;19709;56;1;SW;M;208;4;06/09/2012;16;2;1;0;1;0;0;0;0;1;0;0;1;No
2407;19738;43;0;SE;A;89;2;12/07/2011;34;1;0;0;0;0;0;0;0;0;0;0;0;No
2408;19749;29;0;SE;A;79;5;04/01/2013;12;3;1;0;0;0;0;1;0;0;0;0;1;No
2409;19784;57;1;NE;K;98;6;23/11/2012;10;3;2;0;0;0;0;0;0;1;0;0;1;No
2410;19786;64;0;NE;NA;83;5;17/01/2013;16;4;0;1;0;0;0;0;0;1;0;0;1;No
2411;19805;58;0;NE;Q;419;18;23/11/2007;14;6;3;3;2;3;0;0;2;0;0;0;2;No
2412;19806;25;0;NE;Q;122;4;04/09/2013;2;2;0;0;0;0;0;0;0;0;0;0;0;No
2413;19819;16;1;NE;Q;146;5;02/09/2012;16;3;0;0;0;1;1;2;0;1;0;1;4;No
2414;19834;51;1;NE;E;130;5;18/05/2012;10;2;0;0;1;0;0;2;0;1;0;0;3;No
2415;19851;35;0;NE;E;96;1;01/07/2012;22;0;0;0;0;0;0;0;0;0;0;0;0;No
2416;19868;39;0;SE;C;342;13;22/07/2008;22;4;2;2;4;0;0;0;3;0;1;0;4;No
2417;19881;60;0;SW;P;178;5;25/09/2013;4;3;0;0;0;0;0;0;3;0;0;0;3;No
2418;19884;60;0;SE;C;22;3;18/11/2013;6;2;0;0;0;0;0;0;0;0;0;0;0;No
2419;19886;NA;1;NE;D;304;9;14/11/2011;12;1;0;1;2;1;0;0;0;0;0;0;0;No
2420;19892;25;0;NE;Q;250;13;09/05/2012;8;6;1;0;1;3;0;0;0;0;0;0;0;No
2421;19894;66;1;NE;E;143;3;06/03/2013;14;2;1;0;0;0;0;0;0;0;0;0;0;No
2422;19920;38;0;NE;I;216;5;03/07/2011;26;3;0;0;0;1;0;0;0;0;0;0;0;No
